"id","year","estado","estado_id","municipio","municipio_id","tomas"
"1227","2011","Nuevo León","19","Mina, N.L.","","6"
"1228","2011","Nuevo León","19","Montemorelos, N.L.","","20"
"1229","2011","Nuevo León","19","Pesquería, N.L.","","8"
"1230","2011","Nuevo León","19","Ramones, N.L.","","1"
"1231","2011","Nuevo León","19","Santa Catarina, N.L.","","7"
"1232","2011","Nuevo León","19","Villa García, N.L.","","6"
"1233","2011","Oaxaca","20","Asunción Ixtaltepec, Oax.","","5"
"1234","2011","Oaxaca","20","Barrio De La Soledad, Oax.","","1"
"1235","2011","Oaxaca","20","Espinal, Oax.","","3"
"1236","2011","Oaxaca","20","Guichicovi, Oax.","","1"
"1237","2011","Oaxaca","20","Juchitan De Z., Oax.","","3"
"1238","2011","Oaxaca","20","Matías Romero, Oax.","","1"
"1239","2011","Oaxaca","20","San Juan G., Oax.","","2"
"1240","2011","Oaxaca","20","Santa Maria Petapa, Oax.","","3"
"1241","2011","Puebla","21","Acajete, Pue.","","5"
"1242","2011","Puebla","21","Acatzingo, Pue.","","5"
"1243","2011","Puebla","21","Amozoc De Mota, Pue.","","15"
"1244","2011","Puebla","21","Coronango, Pue.","","5"
"1245","2011","Puebla","21","Huejotzingo, Pue.","","16"
"1246","2011","Puebla","21","Juan C. Bonilla, Pue.","","1"
"1247","2011","Puebla","21","Palmar De Bravo, Pue.","","1"
"1248","2011","Puebla","21","Puebla, Pue.","","7"
"1249","2011","Puebla","21","Quecholac, Pue.","","3"
"1250","2011","Puebla","21","San Martín Texmelucan, Pue.","","2"
"1251","2011","Puebla","21","San Miguel Xoxtla, Pue.","","1"
"1252","2011","Puebla","21","Santa Maria Coronado, Pue.","","3"
"1253","2011","Puebla","21","Santa Maria Xonacatepec, Pue.","","1"
"1254","2011","Puebla","21","Santa Rita Tlauapan, Pue.","","1"
"1255","2011","Puebla","21","Tecamachalco, Pue.","","1"
"1256","2011","Puebla","21","Tepeaca, Pue.","","4"
"1257","2011","Puebla","21","Tlaltenango, Pue.","","2"
"1258","2011","Querétaro","22","Corregidora, Qro.","","3"
"1259","2011","Querétaro","22","Pedro Escobedo, Qro.","","4"
"1260","2011","Querétaro","22","Querétaro, Que.","","1"
"1261","2011","Querétaro","22","San Juan De Río, Qro.","","30"
"1262","2011","Querétaro","22","Santa Rosa Jauregui, Qro.","","1"
"1263","2011","San Luis Potosí","24","Santa Maria Del Río, Slp.","","1"
"1264","2011","San Luis Potosí","24","Villa Zaragoza, Slp.","","1"
"1265","2011","Sinaloa","25","Ahome, Sin.","","19"
"1266","2011","Sinaloa","25","Culiacán, Sin.","","117"
"1267","2011","Sinaloa","25","Mazatlán, Sin.","","20"
"1268","2011","Sinaloa","25","Mocorito, Sin.","","83"
"1269","2011","Sinaloa","25","Salvador Alvarado, Sin.","","41"
"1270","2011","Sinaloa","25","Topolobampo, Sin.","","1"
"1271","2011","Sonora","26","Bacum, Son.","","8"
"1272","2011","Sonora","26","Cajeme, Son.","","24"
"1273","2011","Sonora","26","Guaymas, Son.","","20"
"1274","2011","Sonora","26","Hermosillo, Son.","","11"
"1275","2011","Tabasco","27","Centro, Tab.","","2"
"1276","2011","Tabasco","27","Cárdenas, Tab.","","14"
"1277","2011","Tabasco","27","Cunduacán, Tab.","","3"
"1278","2011","Tabasco","27","Huimanguillo, Tab.","","4"
"1279","2011","Tamaulipas","28","Altamira, Tamps.","","21"
"1280","2011","Tamaulipas","28","Cd. Victoria, Tamps.","","1"
"1281","2011","Tamaulipas","28","Matamoros, Tamps.","","13"
"1282","2011","Tamaulipas","28","Reynosa, Tamps.","","131"
"1283","2011","Tamaulipas","28","Río Bravo, Tamps.","","7"
"1284","2011","Tlaxcala","29","Calpulalpan, Tlax.","","5"
"1285","2011","Tlaxcala","29","Nativitas, Tlax.","","2"
"1286","2011","Tlaxcala","29","San Pablo Del Monte Tlax.","","1"
"1287","2011","Tlaxcala","29","Zacatelco, Tlax.","","1"
"1288","2011","Veracruz","30","Alamo, Ver.","","1"
"1289","2011","Veracruz","30","Acayucan, Ver.","","3"
"1290","2011","Veracruz","30","Actopan, Ver.","","9"
"1291","2011","Veracruz","30","Alto Lucero, Ver.","","5"
"1292","2011","Veracruz","30","Alvarado, Ver.","","7"
"1293","2011","Veracruz","30","Amatlan De Los Reyes, Ver.","","5"
"1294","2011","Veracruz","30","Atzacán, Ver.","","4"
"1295","2011","Veracruz","30","Cazones De Herrera, Ver.","","2"
"1296","2011","Veracruz","30","Chacalapa, Ver.","","1"
"1297","2011","Veracruz","30","Chacaltianguis, Ver.","","1"
"1298","2011","Veracruz","30","Coatzacoalcos, Ver.","","2"
"1299","2011","Veracruz","30","Coatzintla, Ver.","","2"
"1300","2011","Veracruz","30","Cosamaloapan, Ver.","","5"
"1301","2011","Veracruz","30","Cosoleacaque, Ver.","","1"
"1302","2011","Veracruz","30","Cuichapa, Ver.","","9"
"1303","2011","Veracruz","30","Fortín De Las Flores, Ver.","","3"
"1304","2011","Veracruz","30","Hueyapan De Ocampo, Ver.","","2"
"1305","2011","Veracruz","30","Isla, Ver.","","8"
"1306","2011","Veracruz","30","Ixhuatlán Del Sureste, Ver.","","1"
"1307","2011","Veracruz","30","Ixtaczoquitlan, Ver.","","11"
"1308","2011","Veracruz","30","Jesus Carranza, Ver.","","1"
"1309","2011","Veracruz","30","José Villa Azueta, Ver.","","9"
"1310","2011","Veracruz","30","Juan Rodriguez Clara, Ver.","","27"
"1311","2011","Veracruz","30","La Laguna, Ver.","","1"
"1312","2011","Veracruz","30","Lerdo De Tejada, Ver.","","2"
"1313","2011","Veracruz","30","Maltrata, Ver.","","3"
"1314","2011","Veracruz","30","Medellín De Bravo, Ver.","","2"
"1315","2011","Veracruz","30","Nogales, Ver.","","1"
"1316","2011","Veracruz","30","Omealca, Ver.","","22"
"1317","2011","Veracruz","30","Orizaba, Ver.","","2"
"1318","2011","Veracruz","30","Papantla, Ver.","","2"
"1319","2011","Veracruz","30","Río Blanco, Ver.","","1"
"1320","2011","Veracruz","30","Santiago De Tuxtla, Ver.","","1"
"1321","2011","Veracruz","30","Soconusco, Ver.","","1"
"1322","2011","Veracruz","30","Temapache, Ver.","","2"
"1323","2011","Veracruz","30","Tierra Blanca, Ver.","","16"
"1324","2011","Veracruz","30","Tres Valles, Ver.","","7"
"1325","2011","Veracruz","30","Úrsulo Galvan, Ver.","","4"
"1326","2011","Veracruz","30","Vega De Alatorre, Ver.","","5"
"1327","2011","Veracruz","30","Villa Azueta Ver.","","1"
"1328","2011","Zacatecas","32","Trancoso, Zac.","","2"
"1329","2011","Zacatecas","32","Zacatecas, Zac.","","1"
"1330","2012","Baja California","2","Ensenada, B.C.","","5"
"1331","2012","Baja California","2","Mexicali, B.C.","","6"
"1332","2012","Baja California","2","Rosarito, B.C.","","2"
"1333","2012","Baja California","2","Tecate, B.C.","","34"
"1334","2012","Baja California","2","Tijuana, B.C.","","25"
"1335","2012","Chiapas","7","Juárez, Chis.","","1"
"1336","2012","Chiapas","7","Reforma, Chis.","","1"
"1337","2012","Chiapas","7","Aldama, Chih.","","1"
"1338","2012","Chiapas","7","Camargo, Chih.","","2"
"1339","2012","Chiapas","7","Chihuahua, Chih.","","11"
"1340","2012","Chiapas","7","Jiménez, Chih.","","2"
"1341","2012","Chiapas","7","Rosales, Chih.","","2"
"1342","2012","Coahuila","5","Castaños, Coah.","","17"
"1343","2012","Coahuila","5","Cepeda, Coah.","","2"
"1344","2012","Coahuila","5","Escobedo, Coah.","","2"
"1345","2012","Coahuila","5","Frontera, Coah.","","3"
"1346","2012","Coahuila","5","General Cepeda, Coah.","","11"
"1347","2012","Coahuila","5","Parras De La Fuente, Coah.","","25"
"1348","2012","Coahuila","5","Ramos Arizpe, Coah.","","19"
"1349","2012","Coahuila","5","San Pedro De Las Colonias, Coah.","","2"
"1350","2012","Durango","10","Mapimi, Dgo.","","2"
"1351","2012","Durango","10","Tlahualilo, Dgo.","","1"
"1352","2012","Guanajuato","11","Mipo. De Silao, Gto.","","1"
"1353","2012","Guanajuato","11","Abasolo, Gto.","","3"
"1354","2012","Guanajuato","11","Apaseo El Alto, Gto.","","28"
"1355","2012","Guanajuato","11","Apaseo El Grande, Gto.","","10"
"1356","2012","Guanajuato","11","Celaya, Gto.","","6"
"1357","2012","Guanajuato","11","Cortazar, Gto.","","13"
"1358","2012","Guanajuato","11","Guanajuato, Gto.","","1"
"1359","2012","Guanajuato","11","Irapuato, Gto.","","7"
"1360","2012","Guanajuato","11","León Gto.","","1"
"1361","2012","Guanajuato","11","Penjamo, Gto.","","2"
"1362","2012","Guanajuato","11","Pueblo Nuevo, Gto.","","2"
"1363","2012","Guanajuato","11","Salamanca, Gto.","","31"
"1364","2012","Guanajuato","11","San José Iturbide, Gto.","","1"
"1365","2012","Guanajuato","11","San Luis De La Paz, Gto.","","1"
"1366","2012","Guanajuato","11","Silao, Gto.","","8"
"1367","2012","Guanajuato","11","Valle De Santiago, Gto.","","3"
"1368","2012","Guanajuato","11","Villagrán, Gto.","","10"
"1369","2012","Hidalgo","13","Ajacuba, Hgo.","","1"
"1370","2012","Hidalgo","13","Atotonilco De Tula, Hgo.","","4"
"1371","2012","Hidalgo","13","Chapantongo, Hgo.","","5"
"1372","2012","Hidalgo","13","Epazoyucan, Hgo.","","2"
"1373","2012","Hidalgo","13","Huichapan, Hgo.","","14"
"1374","2012","Hidalgo","13","Mixquihuala, Hgo.","","1"
"1375","2012","Hidalgo","13","Nopala De Villagrán, Hgo.","","6"
"1376","2012","Hidalgo","13","Pachuca, Hgo.","","1"
"1377","2012","Hidalgo","13","San Agustin Tlaxiaca, Hgo.","","8"
"1378","2012","Hidalgo","13","Singuilucan, Hgo.","","3"
"1379","2012","Hidalgo","13","Tepeji Del Rio, Hgo.","","8"
"1380","2012","Hidalgo","13","Tepetitlán, Hgo.","","1"
"1381","2012","Hidalgo","13","Tetepango, Hgo.","","2"
"1382","2012","Hidalgo","13","Tezontepec, Hgo.","","5"
"1383","2012","Hidalgo","13","Tula, Hgo.","","8"
"1384","2012","Jalisco","14","Atotonilco El Alto, Jal.","","14"
"1385","2012","Jalisco","14","Ayotlán, Jal.","","4"
"1386","2012","Jalisco","14","Degollado, Jal.","","4"
"1387","2012","Jalisco","14","El Arenal, Jal.","","12"
"1388","2012","Jalisco","14","El Salto, Jal.","","2"
"1389","2012","Jalisco","14","Lagos De Moreno, Jal.","","1"
"1390","2012","Jalisco","14","Tala, Jal.","","21"
"1391","2012","Jalisco","14","Tlajomulco De Zuñiga, Jal.","","29"
"1392","2012","Jalisco","14","Tonala, Jal.","","3"
"1393","2012","Jalisco","14","Tototlán, Jal.","","8"
"1394","2012","Jalisco","14","Zapopan, Jal.","","3"
"1395","2012","Jalisco","14","Zapotlanejo, Jal.","","21"
"1396","2012","México","15","Tonatitla, Mex.","","1"
"1397","2012","México","15","Acambay, Mex.","","1"
"1398","2012","México","15","Acolman, Mex.","","5"
"1399","2012","México","15","Aculco, Mex.","","1"
"1400","2012","México","15","Almoloya De Juárez, Méx.","","5"
"1401","2012","México","15","Apaxco, Mex.","","8"
"1402","2012","México","15","Atlacomulco, Méx.","","1"
"1403","2012","México","15","Coyotepec, Mex.","","9"
"1404","2012","México","15","Huehuetoca, Mex.","","4"
"1405","2012","México","15","Ixtlahuaca, Méx.","","5"
"1406","2012","México","15","Jilotepec, Méx.","","11"
"1407","2012","México","15","Jocotitlan, Mex.","","6"
"1408","2012","México","15","Melchor Ocampo, Méx.","","1"
"1409","2012","México","15","Nextlalpan, Mex.","","11"
"1410","2012","México","15","Otumba, Méx.","","2"
"1411","2012","México","15","Polotitlán, Méx.","","11"
"1412","2012","México","15","San Francisco Soyaniquilpan, Méx.","","7"
"1413","2012","México","15","San Pedro Chaucingo, Mex.","","1"
"1414","2012","México","15","Santa María Tonanitla, Mex.","","1"
"1415","2012","México","15","Soyaniquilpan, Méx.","","3"
"1416","2012","México","15","Tecamac, Méx.","","3"
"1417","2012","México","15","Teotihuacán, Méx.","","2"
"1418","2012","México","15","Tepetlaoxtoc, Mex.","","7"
"1419","2012","México","15","Tezoyaca, Mex.","","2"
"1420","2012","México","15","Toluca, Mex.","","1"
"1421","2012","México","15","Tultitlan, Méx.","","1"
"1422","2012","México","15","Zumpango, Méx.","","3"
"1423","2012","Michoacán","16","Cuitzeo, Mich.","","5"
"1424","2012","Michoacán","16","Ecuandureo, Mich.","","2"
"1425","2012","Michoacán","16","Tanuhato, Mich.","","2"
"1426","2012","Nuevo León","19","Abasolo, N.L.","","2"
"1427","2012","Nuevo León","19","Apodaca, N.L.","","2"
"1428","2012","Nuevo León","19","Cadereyta, N.L.","","5"
"1429","2012","Nuevo León","19","El Carmen, N.L.","","2"
"1430","2012","Nuevo León","19","Escobedo, N.L.","","1"
"1431","2012","Nuevo León","19","General Bravo, N.L.","","35"
"1432","2012","Nuevo León","19","Gral. Escobedo, Nl.","","4"
"1433","2012","Nuevo León","19","Gral. Teran N.L.","","2"
"1434","2012","Nuevo León","19","Hidalgo, N.L.","","1"
"1435","2012","Nuevo León","19","Linares, N.L.","","13"
"1436","2012","Nuevo León","19","Mina, N.L.","","8"
"1437","2012","Nuevo León","19","Montemorelos, N.L.","","25"
"1438","2012","Nuevo León","19","Pesqueria, N.L.","","10"
"1439","2012","Nuevo León","19","Santa Catarina, N.L.","","3"
"1440","2012","Nuevo León","19","Villa De García, N.L.","","8"
"1441","2012","Oaxaca","20","Acatlán De Perez F., Oax.","","2"
"1442","2012","Oaxaca","20","Asunción Ixtaltepec, Oax.","","11"
"1443","2012","Oaxaca","20","El Barrio De La Soledad, Oax.","","1"
"1444","2012","Oaxaca","20","El Espinal, Oax.","","1"
"1445","2012","Oaxaca","20","Matías Romero, Oax.","","1"
"1446","2012","Oaxaca","20","Petapa, Oax.","","1"
"1447","2012","Oaxaca","20","San Juan Guichicovi, Oax.","","14"
"1448","2012","Oaxaca","20","Santa Maria Petapa, Oax.","","1"
"1449","2012","Puebla","21","Acajete, Pue.","","6"
"1450","2012","Puebla","21","Acatzingo, Pue.","","7"
"1451","2012","Puebla","21","Amozoc De Mota, Pue.","","9"
"1452","2012","Puebla","21","Cuatlalcingo, Pue.","","3"
"1453","2012","Puebla","21","Esperanza, Pue.","","2"
"1454","2012","Puebla","21","Huejotzingo, Pue.","","17"
"1455","2012","Puebla","21","Los Reyes De Juárez, Pue.","","1"
"1456","2012","Puebla","21","Palmar De Bravo, Pue.","","7"
"1457","2012","Puebla","21","Puebla, Pue.","","13"
"1458","2012","Puebla","21","Quecholac, Pue.","","9"
"1459","2012","Puebla","21","San Martín Texmelucan, Pue.","","2"
"1460","2012","Puebla","21","San Matías Tlanancaleca, Pue.","","8"
"1461","2012","Puebla","21","San Miguel Xoxtla, Pue.","","1"
"1462","2012","Puebla","21","San Pedro Tlaltenango, Pue.","","9"
"1463","2012","Puebla","21","San Salvador El Verde, Pue.","","1"
"1464","2012","Puebla","21","Santa María Coronango, Pue.","","4"
"1465","2012","Puebla","21","Santa Maria Moyotzingo, Pue.","","1"
"1466","2012","Puebla","21","Santa María Xonacatepec, Pue.","","2"
"1467","2012","Puebla","21","Tecamachalco, Pue.","","1"
"1468","2012","Puebla","21","Tepeaca, Pue.","","7"
"1469","2012","Querétaro","22","Corregidora, Qro.","","3"
"1470","2012","Querétaro","22","Huimilpan, Qro.","","5"
"1471","2012","Querétaro","22","Pedro Escobedo, Qro.","","3"
"1472","2012","Querétaro","22","San Juan Del Río, Qro.","","28"
"1473","2012","San Luis Potosí","24","San Luis Potosí, S.L.P.","","3"
"1474","2012","Sinaloa","25","Ahome, Sin.","","4"
"1475","2012","Sinaloa","25","Culiacan, Sin.","","65"
"1476","2012","Sinaloa","25","Mazatlán, Sin.","","8"
"1477","2012","Sinaloa","25","Mocorito, Sin.","","33"
"1478","2012","Sinaloa","25","Salvador Alvarado, Sin.","","34"
"1479","2012","Sonora","26","Bacum, Son.","","19"
"1480","2012","Sonora","26","Cajeme, Son.","","18"
"1481","2012","Sonora","26","Guaymas, Son.","","33"
"1482","2012","Sonora","26","Hermosillo, Son.","","50"
"1483","2012","Tabasco","27","Cardenas, Tab.","","12"
"1484","2012","Tabasco","27","Centro, Tab.","","14"
"1485","2012","Tabasco","27","Comalcalco, Tab.","","1"
"1486","2012","Tabasco","27","Cunduacan Tab.","","7"
"1487","2012","Tabasco","27","Huimanguillo, Tab.","","11"
"1488","2012","Tamaulipas","28","Altamira, Tamps.","","53"
"1489","2012","Tamaulipas","28","Casas, Tamps.","","1"
"1490","2012","Tamaulipas","28","González, Tamps.","","5"
"1491","2012","Tamaulipas","28","Hidalgo, Tamps.","","3"
"1492","2012","Tamaulipas","28","Llera De Canales, Tamps.","","10"
"1493","2012","Tamaulipas","28","Matamoros, Tamps.","","8"
"1494","2012","Tamaulipas","28","Reynosa, Tamps.","","76"
"1495","2012","Tamaulipas","28","Rio Bravo, Tamps.","","4"
"1496","2012","Tamaulipas","28","Victoria, Tamps.","","11"
"1497","2012","Tamaulipas","28","Villa De Casas, Tamps.","","2"
"1498","2012","Tlaxcala","29","Calpulalpan, Tlax.","","7"
"1499","2012","Tlaxcala","29","Nanacamilpa, Tlax.","","2"
"1500","2012","Veracruz","30","Acayucan, Ver.","","16"
"1501","2012","Veracruz","30","Actopan, Ver.","","2"
"1502","2012","Veracruz","30","Álamo, Ver.","","1"
"1503","2012","Veracruz","30","Alto Lucero, Ver.","","3"
"1504","2012","Veracruz","30","Alvarado, Ver.","","5"
"1505","2012","Veracruz","30","Amatlán De Los Reyes, Ver.","","4"
"1506","2012","Veracruz","30","Atzacan, Ver.","","2"
"1507","2012","Veracruz","30","Chacaltianguis, Ver.","","4"
"1508","2012","Veracruz","30","Chinameca, Ver.","","2"
"1509","2012","Veracruz","30","Coatzintla, Ver.","","2"
"1510","2012","Veracruz","30","Cosamaloapan, Ver.","","1"
"1511","2012","Veracruz","30","Fortin, Ver.","","2"
"1512","2012","Veracruz","30","Hueyapan De Ocampo, Ver.","","3"
"1513","2012","Veracruz","30","Huiloapan, Ver.","","1"
"1514","2012","Veracruz","30","Isla, Ver.","","22"
"1515","2012","Veracruz","30","Ixtaczoquitlán, Ver.","","23"
"1516","2012","Veracruz","30","Jaltipan, Ver.","","2"
"1517","2012","Veracruz","30","Jesús Carranza, Ver.","","1"
"1518","2012","Veracruz","30","Jose Azueta, Ver.","","7"
"1519","2012","Veracruz","30","Juan Rodriguez Clara, Ver.","","26"
"1520","2012","Veracruz","30","Lerdo De Tejada, Ver.","","1"
"1521","2012","Veracruz","30","Maltrata, Ver.","","13"
"1522","2012","Veracruz","30","Medellín De Bravo, Ver.","","1"
"1523","2012","Veracruz","30","Mendoza, Ver.","","1"
"1524","2012","Veracruz","30","Nanchital, Ver.","","1"
"1525","2012","Veracruz","30","Omealca, Ver.","","20"
"1526","2012","Veracruz","30","Orizaba, Ver.","","3"
"1527","2012","Veracruz","30","Ozuluama, Ver.","","1"
"1528","2012","Veracruz","30","Papantla, Ver.","","2"
"1529","2012","Veracruz","30","Rafael Delgado, Ver.","","4"
"1530","2012","Veracruz","30","Río Blanco, Ver.","","3"
"1531","2012","Veracruz","30","Tampico Alto, Ver.","","2"
"1532","2012","Veracruz","30","Tantima, Ver.","","1"
"1533","2012","Veracruz","30","Temapache, Ver.","","3"
"1534","2012","Veracruz","30","Tierra Blanca, Ver.","","8"
"1535","2012","Veracruz","30","Tihuatlán, Ver.","","3"
"1536","2012","Veracruz","30","Tres Valles, Ver.","","5"
"1537","2012","Veracruz","30","Vega De Alatorre, Ver.","","1"
"1538","2012","Zacatecas","32","Luis Moya, Zac.","","3"
"1539","2012","Zacatecas","32","Ojo Caliente, Zac.","","12"
"1540","2012","Zacatecas","32","Trancoso, Zac.","","5"
"1541","2013","Aguascalientes","1","Aguascalientes, Ags.","","1"
"1542","2013","Baja California","2","Ensenada, B.C.","","2"
"1543","2013","Baja California","2","Mexicali, B. C.","","4"
"1544","2013","Baja California","2","Rosarito, B. C.","","6"
"1545","2013","Baja California","2","Tecate, B.C.","","32"
"1546","2013","Baja California","2","Tijuana, B. C.","","19"
"1547","2013","Chiapas","7","Juárez, Chis.","","1"
"1548","2013","Chiapas","7","Reforma, Chis.","","4"
"1549","2013","Chihuahua","8","Aldama, Chih.","","1"
"1550","2013","Chihuahua","8","Aquiles Serdán, Chih.","","4"
"1551","2013","Chihuahua","8","Camargo, Chih.","","6"
"1552","2013","Chihuahua","8","Chihuahua, Chih.","","17"
"1553","2013","Chihuahua","8","Jiménez, Chih.","","12"
"1554","2013","Chihuahua","8","Rosales, Chih.","","2"
"1555","2013","Chihuahua","8","San Francisco De Conchos, Chih.","","1"
"1556","2013","Coahuila","5","Castaños, Coah.","","7"
"1557","2013","Coahuila","5","Escobedo, Coah.","","3"
"1558","2013","Coahuila","5","Frontera, Coah.","","9"
"1559","2013","Coahuila","5","General Cepeda, Coah.","","2"
"1560","2013","Coahuila","5","Monclova, Coah.","","1"
"1561","2013","Coahuila","5","Parras De La Fuente, Coah.","","32"
"1562","2013","Coahuila","5","Ramos Arizpe, Coah.","","23"
"1563","2013","Coahuila","5","San Pedro De Las Colonias, Coah.","","6"
"1564","2013","Ciudad de México","9","Gustavo A. Madero, D.F.","","1"
"1565","2013","Durango","10","Gómez Palacio, Dgo.","","19"
"1566","2013","Durango","10","Mapimi, Dgo.","","2"
"1567","2013","Durango","10","Tlahualilo, Dgo.","","6"
"1568","2013","Guanajuato","11","Abasolo, Gto.","","2"
"1569","2013","Guanajuato","11","Apaseo El Alto, Gto.","","22"
"1570","2013","Guanajuato","11","Apaseo El Grande, Gto.","","16"
"1571","2013","Guanajuato","11","Celaya, Gto.","","4"
"1572","2013","Guanajuato","11","Cortazar Gto.","","8"
"1573","2013","Guanajuato","11","Guanajuato, Gto.","","4"
"1574","2013","Guanajuato","11","Irapuato, Gto.","","23"
"1575","2013","Guanajuato","11","León, Gto.","","3"
"1576","2013","Guanajuato","11","Moroleón, Gto.","","3"
"1577","2013","Guanajuato","11","Nopala De Villagrán, Gto.","","1"
"1578","2013","Guanajuato","11","Pénjamo, Gto.","","6"
"1579","2013","Guanajuato","11","Pueblo Nuevo, Gto.","","2"
"1580","2013","Guanajuato","11","Salamanca, Gto.","","15"
"1581","2013","Guanajuato","11","San Diego De La Unión, Gto.","","2"
"1582","2013","Guanajuato","11","San José De Iturbide, Gto.","","1"
"1583","2013","Guanajuato","11","Silao, Gto.","","26"
"1584","2013","Guanajuato","11","Uriangato, Gto.","","2"
"1585","2013","Guanajuato","11","Valle De Santiago, Gto.","","13"
"1586","2013","Guanajuato","11","Villagrán, Gto.","","11"
"1587","2013","Guanajuato","11","Yuriria, Gto.","","2"
"1588","2013","Hidalgo","13","Ajacuba, Hgo.","","2"
"1589","2013","Hidalgo","13","Aldama, Hgo.","","1"
"1590","2013","Hidalgo","13","Atitalaquia, Hgo.","","2"
"1591","2013","Hidalgo","13","Atotonilco De Tula, Hgo.","","7"
"1592","2013","Hidalgo","13","Epazoyucan, Hgo.","","4"
"1593","2013","Hidalgo","13","Huichapan, Hgo.","","19"
"1594","2013","Hidalgo","13","Mineral De La Reforma, Hgo.","","2"
"1595","2013","Hidalgo","13","Mixquiahuala, Hgo.","","1"
"1596","2013","Hidalgo","13","Nopala De Villagrán, Hgo.","","11"
"1597","2013","Hidalgo","13","San Agustín Tlaxiaca, Hgo.","","3"
"1598","2013","Hidalgo","13","Singuilucan, Hgo.","","6"
"1599","2013","Hidalgo","13","Tepeapulco, Hgo.","","5"
"1600","2013","Hidalgo","13","Tepeji Del Río, Hgo.","","3"
"1601","2013","Hidalgo","13","Tepetitlán, Hgo.","","5"
"1602","2013","Hidalgo","13","Tetepango, Hgo.","","7"
"1603","2013","Hidalgo","13","Tezontepec De Aldama, Hgo.","","9"
"1604","2013","Hidalgo","13","Tlahuelilpan, Hgo.","","6"
"1605","2013","Hidalgo","13","Tlanalapa, Hgo.","","4"
"1606","2013","Hidalgo","13","Tlaxcoapan, Hgo.","","5"
"1607","2013","Hidalgo","13","Tula De Allende, Hgo.","","10"
"1608","2013","Jalisco","14","Atotonilco El Alto, Jal.","","29"
"1609","2013","Jalisco","14","Ayotlán, Jal.","","9"
"1610","2013","Jalisco","14","Degollado, Jal.","","7"
"1611","2013","Jalisco","14","El Arenal, Jal.","","16"
"1612","2013","Jalisco","14","Juanacatlán, Jal.","","2"
"1613","2013","Jalisco","14","Lagos De Moreno, Jal.","","5"
"1614","2013","Jalisco","14","Tala, Jal.","","27"
"1615","2013","Jalisco","14","Tlajomulco De Zúñiga, Jal.","","36"
"1616","2013","Jalisco","14","Tlaquepaque, Jal.","","5"
"1617","2013","Jalisco","14","Tonalá, Jal.","","3"
"1618","2013","Jalisco","14","Tototlán, Jal.","","15"
"1619","2013","Jalisco","14","Zapopan, Jal.","","5"
"1620","2013","Jalisco","14","Zapotlanejo, Jal.","","71"
"1621","2013","México","15","Acolman, Méx.","","3"
"1622","2013","México","15","Aculco, Méx.","","6"
"1623","2013","México","15","Almoloya De Juárez, Méx.","","7"
"1624","2013","México","15","Apaxco, Méx.","","1"
"1625","2013","México","15","Atlacomulco, Méx.","","6"
"1626","2013","México","15","Axapusco, Méx.","","3"
"1627","2013","México","15","Chiautla, Méx.","","3"
"1628","2013","México","15","Coyotepec, Méx.","","2"
"1629","2013","México","15","Ecatepec, Méx.","","7"
"1630","2013","México","15","Huehuetoca, Méx.","","8"
"1631","2013","México","15","Ixtlahuaca, Méx.","","22"
"1632","2013","México","15","Jilotepec, Méx.","","17"
"1633","2013","México","15","Jocotitlán, Méx.","","4"
"1634","2013","México","15","Melchor Ocampo, Méx.","","1"
"1635","2013","México","15","Nextlalpan, Méx.","","21"
"1636","2013","México","15","Otumba, Méx.","","5"
"1637","2013","México","15","Papalotla, Méx.","","2"
"1638","2013","México","15","Polotitlán, Méx.","","10"
"1639","2013","México","15","San Francisco Soyaniquilpan, Mex.","","4"
"1640","2013","México","15","San Juan Teotihuacán, Méx.","","6"
"1641","2013","México","15","Tecamac, Méx.","","8"
"1642","2013","México","15","Tepetlaoxtoc, Méx.","","30"
"1643","2013","México","15","Tezoyuca, Méx.","","7"
"1644","2013","México","15","Tlalnepantla, Méx.","","1"
"1645","2013","México","15","Tonanitla, Méx.","","5"
"1646","2013","México","15","Tultepec, Méx.","","1"
"1647","2013","México","15","Tultitlán, Méx.","","3"
"1648","2013","México","15","Xocotitoán, Méx.","","1"
"1649","2013","México","15","Zumpango, Méx.","","6"
"1650","2013","Michoacán","16","Cuitzeo, Mich.","","9"
"1651","2013","Michoacán","16","Ecuandureo, Mich.","","5"
"1652","2013","Michoacán","16","Tanhuato, Mich.","","4"
"1653","2013","Michoacán","16","Yurecuaro, Mich.","","1"
"1654","2013","Michoacán","16","Zamora, Mich.","","1"
"1655","2013","Nuevo León","19","Abasolo, N.L.","","1"
"1656","2013","Nuevo León","19","Apodaca, N.L.","","5"
"1657","2013","Nuevo León","19","Cadereyta, N.L.","","11"
"1658","2013","Nuevo León","19","Carmen, N.L.","","3"
"1659","2013","Nuevo León","19","China, N. L.","","2"
"1660","2013","Nuevo León","19","Escobedo, N. L.","","3"
"1661","2013","Nuevo León","19","García N.L.","","1"
"1662","2013","Nuevo León","19","Gral. Bravo, N.L.","","42"
"1663","2013","Nuevo León","19","Gral. Terán, N. L.","","7"
"1664","2013","Nuevo León","19","Linares, N.L.","","19"
"1665","2013","Nuevo León","19","Mina, N.L.","","3"
"1666","2013","Nuevo León","19","Montemorelos, N. L.","","28"
"1667","2013","Nuevo León","19","Pesquería, N.L.","","5"
"1668","2013","Nuevo León","19","Santa Catarina, N. L.","","8"
"1669","2013","Nuevo León","19","Villa De García, N.L.","","3"
