FECHA_EVENTO,ID_ENTIDAD_FEDERATIVA,ENTIDAD_FEDERATIVA,ID_MUNICIPIO,MUNICIPIO,DECLARATORIA_DESASTRE,MAGNITUD_SISMO
19/09/2017,29,Tlaxcala,25,San Pablo del Monte,Sí,7.1
19/09/2017,29,Tlaxcala,26,Santa Cruz Tlaxcala,Sí,7.1
19/09/2017,29,Tlaxcala,27,Tenancingo,Sí,7.1
19/09/2017,29,Tlaxcala,28,Teolocholco,Sí,7.1
19/09/2017,29,Tlaxcala,29,Tepeyanco,Sí,7.1
19/09/2017,29,Tlaxcala,32,Tetlatlahuca,Sí,7.1
19/09/2017,29,Tlaxcala,33,Tlaxcala,Sí,7.1
19/09/2017,29,Tlaxcala,36,Totolac,Sí,7.1
19/09/2017,29,Tlaxcala,38,Tzompantepec,Sí,7.1
19/09/2017,29,Tlaxcala,40,Xaltocan,Sí,7.1
19/09/2017,29,Tlaxcala,41,Papalotla de Xicohténcatl,Sí,7.1
19/09/2017,29,Tlaxcala,42,Xicohtzinco,Sí,7.1
19/09/2017,29,Tlaxcala,43,Yauhquemehcan,Sí,7.1
19/09/2017,29,Tlaxcala,44,Zacatelco,Sí,7.1
19/09/2017,29,Tlaxcala,48,La Magdalena Tlaltelulco,Sí,7.1
19/09/2017,29,Tlaxcala,49,San Damián Texóloc,Sí,7.1
19/09/2017,29,Tlaxcala,50,San Francisco Tetlanohcan,Sí,7.1
19/09/2017,29,Tlaxcala,51,San Jerónimo Zacualpan,Sí,7.1
19/09/2017,29,Tlaxcala,52,San José Teacalco,Sí,7.1
19/09/2017,29,Tlaxcala,53,San Juan Huactzinco,Sí,7.1
19/09/2017,29,Tlaxcala,54,San Lorenzo Axocomanitla,Sí,7.1
19/09/2017,29,Tlaxcala,55,San Lucas Tecopilco,Sí,7.1
19/09/2017,29,Tlaxcala,56,Santa Ana Nopalucan,Sí,7.1
19/09/2017,29,Tlaxcala,57,Santa Apolonia Teacalco,Sí,7.1
19/09/2017,29,Tlaxcala,58,Santa Catarina Ayometla,Sí,7.1
19/09/2017,29,Tlaxcala,59,Santa Cruz Quilehtla,Sí,7.1
19/09/2017,29,Tlaxcala,60,Santa Isabel Xiloxoxtla,Sí,7.1
19/09/2017,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,Sí,7.1
19/09/2017,30,Veracruz de Ignacio de la Llave,48,Cosoleacaque,Sí,7.1
19/09/2017,30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,Sí,7.1
19/09/2017,30,Veracruz de Ignacio de la Llave,89,Jáltipan,Sí,7.1
19/09/2017,30,Veracruz de Ignacio de la Llave,108,Minatitlán,Sí,7.1
19/09/2017,30,Veracruz de Ignacio de la Llave,172,Texistepec,Sí,7.1
