CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_NVA_ALIANZA_PVEM,PRI_PS_PVEM,PRI_PS_NVA_ALIANZA,PVEM_PS_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PS,PVEM_NVA_ALIANZA,PVEM_PS,NVA_ALIANZA_PS,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,142,B,44,113,132,2,8,5,14,0,33,7,1,0,0,0,1,0,0,0,0,0,0,10,0,370,14,384,639,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,142,C01,75,131,113,3,10,6,8,0,33,3,1,0,0,0,0,1,0,1,0,0,0,11,0,396,15,411,638,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,142,C02,47,123,160,6,18,1,10,2,41,1,0,1,0,0,0,0,1,0,0,0,0,9,0,420,8,428,638,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,143,B,38,112,135,8,5,2,5,3,33,2,0,0,0,0,0,1,0,0,0,0,0,15,0,359,10,369,568,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,143,C01,68,106,121,9,9,2,6,3,17,2,0,0,0,0,0,2,0,0,0,0,0,12,0,357,8,365,568,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,143,C02,49,126,128,2,7,1,6,4,32,2,0,0,0,0,0,0,0,0,0,0,0,6,0,363,14,377,567,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,144,B,58,130,189,5,6,1,3,1,43,1,2,0,0,0,0,2,0,0,0,0,0,20,0,461,14,475,745,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,144,C01,56,169,156,5,9,1,11,7,39,4,0,2,0,0,0,1,0,0,0,0,0,18,0,478,16,494,745,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,144,C02,64,142,161,7,11,3,8,0,45,1,1,0,0,0,0,1,0,1,0,0,0,13,0,458,10,468,745,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,144,C03,66,140,148,10,6,4,19,1,35,2,1,1,0,0,0,1,0,0,0,0,0,14,0,448,17,465,745,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,145,B,50,144,119,4,13,5,11,4,29,2,1,1,0,0,0,2,0,0,0,0,0,5,0,390,13,403,573,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,145,C01,61,124,136,6,9,6,14,0,26,4,0,0,0,0,0,4,0,0,0,0,0,6,0,396,21,417,572,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,145,C02,42,134,102,3,11,3,8,7,31,1,1,0,0,0,0,1,0,0,0,0,0,5,0,349,17,366,572,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,146,B,45,123,103,1,9,3,6,2,36,4,0,0,1,0,0,0,0,0,0,0,0,13,0,346,10,356,550,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,146,C01,51,140,95,0,11,10,12,1,27,1,0,0,0,0,0,1,0,0,0,0,0,7,0,356,9,365,549,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,146,C02,34,124,80,5,8,2,7,3,22,2,0,0,0,1,0,0,1,0,1,0,0,9,0,299,9,308,549,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,147,B,46,190,138,10,15,4,21,1,39,3,1,1,0,0,0,3,3,1,0,0,0,12,0,488,18,506,750,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,147,C01,25,199,123,8,14,3,11,2,44,3,2,1,0,0,0,0,0,2,0,0,0,11,0,448,25,473,750,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,148,B,46,187,106,6,10,3,20,1,23,0,0,0,0,0,0,2,0,0,0,0,0,13,0,417,23,440,697,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,148,C01,34,192,117,7,11,5,23,1,18,1,3,0,0,0,0,1,0,0,0,0,0,4,0,417,19,436,697,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,149,B,74,127,119,4,10,6,23,0,44,2,0,0,0,0,0,0,0,0,0,0,0,4,0,413,32,445,680,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,149,C01,68,118,114,6,12,7,34,2,42,2,0,1,0,0,0,1,0,0,0,0,0,4,0,411,14,425,680,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,149,C02,64,141,116,3,13,2,29,0,39,1,0,0,0,0,0,1,0,0,0,0,0,5,0,414,15,429,679,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,149,C03,78,126,121,3,14,3,26,6,35,1,0,0,0,0,0,0,0,0,0,0,0,6,1,420,26,446,679,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,150,B,73,87,134,8,7,7,5,3,29,5,0,0,0,0,0,2,0,0,0,0,0,10,0,370,6,376,606,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,150,C01,66,98,140,9,3,3,5,1,35,12,0,0,0,0,0,0,0,0,0,0,0,6,0,378,13,391,605,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,B,72,108,161,23,6,12,7,3,27,17,1,0,0,0,0,5,0,0,0,0,0,5,0,447,17,464,653,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,C01,73,88,181,19,12,12,5,1,20,14,0,0,0,0,4,0,0,0,0,0,0,9,0,438,20,458,653,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,C02,54,97,165,23,10,15,6,7,30,18,0,0,0,0,0,2,0,0,0,0,0,7,0,434,13,447,652,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,C03,79,140,188,9,25,11,9,4,18,5,2,1,0,0,0,3,0,0,0,0,0,10,0,504,12,516,652,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,C04,79,101,188,19,11,15,11,3,27,19,0,0,0,0,0,0,0,0,0,0,0,10,0,483,16,499,652,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,C05,70,93,183,25,10,5,3,3,30,14,1,0,0,0,0,0,0,0,0,0,0,8,0,445,19,464,652,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,151,C06,62,107,183,13,11,13,10,3,27,11,1,0,0,0,0,2,0,0,0,0,0,10,0,453,13,466,652,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,152,B,82,158,151,16,19,16,10,5,14,11,0,0,1,0,0,4,0,1,1,0,0,8,0,497,13,510,703,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,152,C01,63,157,193,15,28,17,10,5,15,7,2,0,0,0,0,0,5,1,0,0,0,2,0,520,14,534,703,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,152,C02,72,134,197,18,25,19,7,5,17,11,0,0,0,0,0,5,0,0,1,0,1,1,0,513,19,532,702,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,152,C03,59,0,215,0,22,0,6,0,22,20,161,0,0,0,0,0,0,0,0,0,0,8,0,513,7,520,702,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,153,B,84,134,152,9,22,63,7,8,36,9,0,0,0,0,0,5,0,0,0,0,0,8,0,537,18,555,723,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,153,C01,78,135,179,6,12,61,7,6,28,10,0,0,0,0,0,3,1,0,0,0,0,4,0,530,19,549,723,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,154,B,46,83,161,10,19,9,4,0,23,5,0,1,0,0,0,1,0,2,0,0,0,4,0,368,11,379,529,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,154,C01,48,86,165,11,10,10,10,3,19,5,0,1,0,0,0,6,0,0,0,0,0,10,0,384,12,396,529,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,154,C02,72,78,158,16,16,12,4,3,13,3,1,0,0,0,0,5,0,0,0,0,0,5,0,386,6,392,529,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,155,B,57,110,168,18,10,4,5,2,24,6,0,0,0,0,0,3,0,0,0,0,0,4,0,411,18,429,579,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,155,C01,55,111,169,24,11,6,4,13,7,1,0,0,0,0,5,0,0,0,0,0,0,5,0,411,6,417,579,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,52,LA MAGDALENA TLALTELULCO,155,C02,70,77,130,22,20,16,7,0,31,13,2,1,0,0,0,5,0,0,0,0,0,5,0,399,13,412,578,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,156,B,66,155,130,5,12,10,9,1,39,2,1,0,0,0,0,0,0,1,1,0,0,9,0,441,17,458,701,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,156,C01,62,141,156,8,10,4,15,2,33,3,3,0,0,0,0,1,0,0,0,0,0,9,0,447,22,469,700,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,157,B,46,98,80,5,10,4,8,3,26,2,2,0,0,0,0,2,0,0,0,0,0,10,0,296,22,318,518,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,9,CHIAUTEMPAN,10,CHIAUTEMPAN,157,C01,67,118,78,3,5,7,10,2,22,3,0,0,0,0,0,3,0,0,0,0,0,5,5,328,13,341,518,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_9.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,B,63,129,158,31,11,1,4,3,41,0,0,0,0,1,0,2,0,0,0,0,0,10,0,454,17,471,623,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,C01,59,151,190,0,5,0,3,0,34,2,0,0,0,0,0,0,0,0,0,0,0,4,0,448,3,451,623,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,C02,76,109,157,31,12,4,4,1,37,2,2,1,0,0,0,0,0,0,0,0,0,12,0,448,14,462,623,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,C03,84,129,158,37,3,4,0,3,24,1,2,1,0,0,0,4,0,0,0,1,0,6,0,457,7,464,623,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,C04,62,132,178,42,6,1,0,6,28,0,1,0,0,0,0,2,0,0,0,0,0,5,0,463,11,474,623,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,159,B,69,110,159,23,5,3,0,2,22,1,1,0,0,0,0,0,0,0,0,0,0,10,0,405,10,415,573,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,159,C01,85,94,162,25,9,2,3,4,23,0,1,0,0,0,0,2,0,0,0,0,0,7,0,417,10,427,573,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,159,C02,90,94,158,29,3,1,0,2,20,2,1,0,0,0,0,1,0,0,0,1,0,4,0,406,10,416,573,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,159,C03,55,93,160,33,8,2,3,4,26,1,0,0,0,0,0,1,0,0,0,0,0,6,0,392,12,404,572,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,160,B,103,111,211,20,0,4,0,2,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,467,9,476,657,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,160,C01,94,99,195,29,21,4,4,3,33,1,0,0,0,0,0,0,0,0,0,0,0,8,0,491,18,509,657,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,160,C02,109,124,175,21,8,1,5,5,26,0,1,0,0,0,0,1,0,0,0,0,0,6,0,482,11,493,657,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_12.pdf
4,29,TLAXCALA,12,TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,160,C03,88,113,190,37,5,4,3,2,31,2,1,1,0,0,0,2,0,0,0,0,0,6,0,485,12,497,657,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_12.pdf
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,161,B,92,131,121,6,8,9,4,7,21,4,0,0,0,0,0,1,1,0,0,0,0,3,0,408,14,422,613,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_5.pdf
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,161,C01,83,118,120,10,5,8,6,9,46,1,0,0,0,0,0,0,0,0,0,0,0,5,0,411,19,430,613,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_5.pdf
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,161,C02,90,149,148,7,3,7,1,11,34,1,2,0,0,0,0,0,1,1,0,0,0,1,0,456,10,466,612,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_5.pdf
